Product_ID,Category,Store_Name,Customer_Name,Sales_Volume,Stock_Level,Demand_Forecast,Sentiment_Score,Seasonal,Last_Restock_Date,Manufacturer_ID,Product_Suggestion,Predictive_Alert,User_Bought_Products,Latitude,Longitude
Grooming_Kit,Personal Care,Store_O,Customer_18,421,58,145,0.53,Yes,12-10-2024,Manufacturer_18,Cookware_Set,False,"['Wrist_Watch', 'Washing_Machine', 'Washing_Machine']",44.9778,-93.265
Bedding_Set,Electronics,Store_M,Customer_75,290,110,290,-0.77,No,20-10-2024,Manufacturer_10,Face_Wash,False,"['Fridge', 'Mens_T_Shirt', 'Scarf']",36.1699,-115.1398
Fridge,Fashion,Store_P,Customer_100,322,140,207,-0.19,No,01-10-2024,Manufacturer_14,Bedding_Set,False,"['Deodorant', 'Leash', 'First_Aid_Kit']",35.2271,-80.8431
Salt,Groceries,Store_S,Customer_33,66,18,178,-0.02,Yes,24-10-2024,Manufacturer_11,Body_Lotion,True,['Yoga_Mat'],32.7767,-96.797
Air_Purifier,Pet Supplies,Store_D,Customer_83,272,41,197,0.72,Yes,22-09-2024,Manufacturer_1,Eggs,False,"['Vitamins', 'Power_Bank', 'First_Aid_Kit', 'Cat_Food']",29.7604,-95.3698
Grooming_Kit,Electronics,Store_K,Customer_34,418,22,63,-0.09,No,14-10-2024,Manufacturer_1,Sunscreen,True,"['Grooming_Kit', 'Fitness_Tracker']",42.3601,-71.0589
Toothpaste,Personal Care,Store_O,Customer_6,316,172,189,-0.38,No,02-10-2024,Manufacturer_16,Olive_Oil,False,['Soap'],44.9778,-93.265
Vitamins,Home Essentials,Store_N,Customer_13,195,187,181,-0.43,Yes,04-09-2024,Manufacturer_15,Wireless_Headphones,False,['Iron'],38.9072,-77.0369
Sneakers,Electronics,Store_L,Customer_97,416,120,263,-0.24,No,24-10-2024,Manufacturer_1,Conditioner,False,"['Leash', 'Face_Cream']",25.7617,-80.1918
Iron,Groceries,Store_P,Customer_2,380,73,106,-0.21,No,22-09-2024,Manufacturer_5,Sports_Bottle,True,"['Digital_Camera', 'Treats', 'Yoga_Mat']",35.2271,-80.8431
Fridge,Pet Supplies,Store_D,Customer_41,177,88,61,-0.9,Yes,13-10-2024,Manufacturer_2,Handbag,True,"['Shampoo', 'LED_TV', 'Iron', 'Sports_Bottle']",29.7604,-95.3698
Face_Cream,Groceries,Store_R,Customer_25,252,106,26,0.85,No,06-09-2024,Manufacturer_20,Soap,False,"['Face_Wash', 'Body_Lotion', 'Olive_Oil', 'Body_Lotion', 'Fitness_Tracker']",45.5122,-122.6587
Eggs,Pet Supplies,Store_F,Customer_75,348,148,281,-0.56,No,11-10-2024,Manufacturer_1,Pain_Relief_Tablets,True,"['Power_Bank', 'Dog_Food', 'Pet_Carrier', 'LED_TV', 'Treats']",39.7392,-104.9903
Pet_Collar,Electronics,Store_N,Customer_58,181,69,189,-0.95,Yes,19-10-2024,Manufacturer_15,Pain_Relief_Tablets,False,"['Grooming_Kit', 'Handbag', 'Air_Purifier']",38.9072,-77.0369
Chicken_Breast,Electronics,Store_F,Customer_28,150,105,263,0.94,Yes,16-09-2024,Manufacturer_2,Conditioner,False,['Perfume'],39.7392,-104.9903
Smart_Watch,Personal Care,Store_N,Customer_75,177,148,182,0.3,Yes,12-10-2024,Manufacturer_1,Jacket,False,"['USB_C_Charger', 'USB_C_Charger']",38.9072,-77.0369
Pet_Shampoo,Fashion,Store_I,Customer_55,475,71,226,-0.7,No,09-09-2024,Manufacturer_14,Gaming_Console,False,['Cat_Food'],37.7749,-122.4194
Weight_Scale,Health,Store_D,Customer_63,371,103,76,0.51,Yes,10-09-2024,Manufacturer_8,Vitamins,True,['Mens_T_Shirt'],29.7604,-95.3698
Fresh_Milk,Pet Supplies,Store_P,Customer_65,491,157,245,-0.83,Yes,24-10-2024,Manufacturer_19,Sneakers,True,"['Pain_Relief_Tablets', 'Salt']",35.2271,-80.8431
Dog_Food,Fashion,Store_M,Customer_78,394,131,235,0.7,No,05-09-2024,Manufacturer_7,Pet_Bed,True,"['Vacuum_Cleaner', 'USB_C_Charger', 'Kitchen_Blender', 'Iron']",36.1699,-115.1398
Toothpaste,Home Essentials,Store_E,Customer_51,429,24,38,-0.93,No,29-08-2024,Manufacturer_8,Pasta,False,['Microwave_Oven'],33.4484,-112.074
Dog_Food,Home Essentials,Store_R,Customer_100,44,113,199,-0.46,Yes,21-09-2024,Manufacturer_12,Dog_Food,True,"['Washing_Machine', 'Womens_Sandals']",45.5122,-122.6587
Pet_Shampoo,Groceries,Store_E,Customer_81,294,177,104,0.72,No,22-10-2024,Manufacturer_20,Womens_Dress,True,"['Weight_Scale', 'Vacuum_Cleaner', 'Deodorant', 'Health_Bar', 'Conditioner']",33.4484,-112.074
Jeans,Home Essentials,Store_H,Customer_19,177,14,134,0.63,No,29-09-2024,Manufacturer_19,Toothpaste,False,"['Sunglasses', 'Microwave_Oven', 'LED_TV', 'Toothpaste', 'Salt']",32.7157,-117.1611
Treats,Groceries,Store_R,Customer_80,407,179,119,0.88,Yes,04-10-2024,Manufacturer_6,Organic_Banana,True,"['Mens_T_Shirt', 'Shampoo', 'Air_Purifier']",45.5122,-122.6587
Jeans,Health,Store_Q,Customer_73,448,134,283,0.63,No,02-10-2024,Manufacturer_10,Sunglasses,False,['Chicken_Breast'],39.9526,-75.1652
Vitamins,Groceries,Store_O,Customer_99,339,159,40,0.48,Yes,17-10-2024,Manufacturer_13,Wrist_Watch,True,"['Vacuum_Cleaner', 'Scarf', 'Kitchen_Blender']",44.9778,-93.265
Pet_Bed,Electronics,Store_F,Customer_98,39,51,124,0.5,No,04-10-2024,Manufacturer_7,Dining_Set,True,"['Womens_Dress', 'Perfume', 'Olive_Oil']",39.7392,-104.9903
Scarf,Electronics,Store_S,Customer_59,206,79,52,-0.28,No,21-09-2024,Manufacturer_3,Treats,False,"['Soap', 'Dining_Set', 'Face_Cream']",32.7767,-96.797
Toothpaste,Pet Supplies,Store_P,Customer_68,227,167,198,-0.52,No,20-09-2024,Manufacturer_18,Womens_Dress,True,"['Health_Bar', 'Shampoo', 'Wireless_Headphones', 'Vitamins', 'Health_Bar']",35.2271,-80.8431
Fitness_Tracker,Pet Supplies,Store_B,Customer_61,492,97,132,0.18,Yes,02-10-2024,Manufacturer_11,Organic_Banana,True,"['Conditioner', 'Pet_Bed']",34.0522,-118.2437
Cat_Food,Groceries,Store_D,Customer_91,187,9,79,0.47,No,28-08-2024,Manufacturer_17,Microwave_Oven,True,"['Olive_Oil', 'Jacket', 'Sugar']",29.7604,-95.3698
Jacket,Personal Care,Store_A,Customer_57,260,183,272,-0.89,No,02-09-2024,Manufacturer_1,Mens_T_Shirt,False,"['Cat_Food', 'Washing_Machine']",40.7128,-74.006
Fitness_Tracker,Health,Store_A,Customer_25,43,84,266,-0.91,No,26-09-2024,Manufacturer_17,Dog_Food,True,['Cat_Food'],40.7128,-74.006
Washing_Machine,Home Essentials,Store_L,Customer_61,323,121,300,0.24,Yes,23-09-2024,Manufacturer_8,Deodorant,False,"['Fresh_Milk', 'Jacket', 'Wrist_Watch', 'Yoga_Mat']",25.7617,-80.1918
Fitness_Tracker,Home Essentials,Store_P,Customer_92,350,191,276,-0.64,No,10-09-2024,Manufacturer_16,Kitchen_Blender,True,"['Sneakers', 'Dog_Food', 'Scarf', 'Soap']",35.2271,-80.8431
Organic_Banana,Home Essentials,Store_L,Customer_52,50,5,44,0.89,Yes,22-10-2024,Manufacturer_1,Cat_Food,True,"['Body_Lotion', 'Laptop', 'Chicken_Breast', 'Sports_Bottle', 'First_Aid_Kit']",25.7617,-80.1918
Dining_Set,Health,Store_L,Customer_68,49,124,143,-0.23,No,07-10-2024,Manufacturer_14,Vacuum_Cleaner,False,"['Pet_Collar', 'First_Aid_Kit', 'Vacuum_Cleaner', 'Sneakers']",25.7617,-80.1918
Dining_Set,Health,Store_G,Customer_63,253,183,105,0.94,No,17-09-2024,Manufacturer_2,Pet_Bed,True,"['Pet_Toys', 'Face_Cream', 'Rice']",47.6062,-122.3321
Microwave_Oven,Electronics,Store_L,Customer_90,236,53,77,-0.73,Yes,29-08-2024,Manufacturer_12,Air_Purifier,True,"['Power_Bank', 'Laptop', 'Sunscreen', 'Pet_Toys']",25.7617,-80.1918
Perfume,Pet Supplies,Store_K,Customer_17,174,176,189,-0.68,Yes,14-09-2024,Manufacturer_17,Wireless_Headphones,False,"['Dog_Food', 'Health_Bar', 'USB_C_Charger']",42.3601,-71.0589
Smart_Watch,Pet Supplies,Store_M,Customer_47,494,182,278,-0.92,Yes,21-09-2024,Manufacturer_16,Digital_Camera,True,"['Microwave_Oven', 'Mens_T_Shirt']",36.1699,-115.1398
Mobile_Phone,Personal Care,Store_I,Customer_65,64,92,137,0.25,Yes,24-09-2024,Manufacturer_3,Organic_Banana,True,"['Power_Bank', 'Soap', 'Sports_Bottle']",37.7749,-122.4194
Olive_Oil,Personal Care,Store_O,Customer_42,443,178,259,-0.77,No,16-10-2024,Manufacturer_14,Laptop,False,['Pain_Relief_Tablets'],44.9778,-93.265
Leash,Electronics,Store_P,Customer_54,62,12,89,0.39,Yes,03-10-2024,Manufacturer_10,Microwave_Oven,False,"['Mens_T_Shirt', 'USB_C_Charger', 'Organic_Banana', 'Bedding_Set', 'Cat_Food']",35.2271,-80.8431
LED_TV,Pet Supplies,Store_G,Customer_93,256,57,236,0.16,Yes,29-08-2024,Manufacturer_5,Sunglasses,True,"['Perfume', 'Sunglasses', 'Jacket', 'Jeans', 'Washing_Machine']",47.6062,-122.3321
Eggs,Personal Care,Store_K,Customer_25,338,146,97,0.54,No,04-10-2024,Manufacturer_11,Yoga_Mat,False,['Womens_Sandals'],42.3601,-71.0589
Treats,Pet Supplies,Store_F,Customer_60,254,36,148,0.81,No,28-08-2024,Manufacturer_10,Yoga_Mat,False,"['Chicken_Breast', 'Organic_Banana']",39.7392,-104.9903
Pasta,Health,Store_F,Customer_96,382,15,247,-0.5,Yes,13-09-2024,Manufacturer_7,Bedding_Set,True,"['Salt', 'Digital_Camera', 'Air_Purifier', 'Shampoo', 'Digital_Camera']",39.7392,-104.9903
Yoga_Mat,Pet Supplies,Store_K,Customer_100,188,129,222,0.32,Yes,06-10-2024,Manufacturer_10,Leash,True,"['Deodorant', 'Pasta']",42.3601,-71.0589
Womens_Sandals,Fashion,Store_T,Customer_14,470,139,298,0.31,Yes,26-08-2024,Manufacturer_4,Pet_Collar,False,"['Mobile_Phone', 'Dog_Food', 'Face_Wash']",47.6062,-122.3321
Olive_Oil,Personal Care,Store_C,Customer_10,143,115,155,0.17,No,23-10-2024,Manufacturer_6,Fitness_Tracker,True,"['Protein_Shake', 'Pet_Collar']",41.8781,-87.6298
Pet_Carrier,Health,Store_J,Customer_72,308,170,228,0.78,No,26-09-2024,Manufacturer_14,Health_Bar,False,"['Dining_Set', 'Dog_Food']",30.2672,-97.7431
Washing_Machine,Fashion,Store_J,Customer_38,297,156,285,0.08,No,08-09-2024,Manufacturer_19,Weight_Scale,True,"['Pet_Carrier', 'Pet_Bed', 'Wireless_Headphones']",30.2672,-97.7431
Dining_Set,Personal Care,Store_O,Customer_92,282,172,26,0.53,No,11-09-2024,Manufacturer_4,Cat_Food,False,"['Pet_Collar', 'Sports_Bottle', 'Fresh_Milk', 'Wireless_Headphones', 'Sunscreen']",44.9778,-93.265
Wireless_Headphones,Personal Care,Store_O,Customer_95,426,174,116,0.68,Yes,16-10-2024,Manufacturer_10,Microwave_Oven,True,['Perfume'],44.9778,-93.265
Mens_T_Shirt,Electronics,Store_S,Customer_48,423,86,212,0.38,No,27-09-2024,Manufacturer_6,Pet_Toys,False,"['Cat_Food', 'Leash', 'Mens_T_Shirt', 'Protein_Shake']",32.7767,-96.797
Womens_Sandals,Health,Store_C,Customer_71,199,44,235,0.68,Yes,28-08-2024,Manufacturer_2,Jeans,True,['Scarf'],41.8781,-87.6298
Scarf,Fashion,Store_L,Customer_45,447,166,106,0.76,No,17-10-2024,Manufacturer_10,Mens_T_Shirt,False,['Gaming_Console'],25.7617,-80.1918
First_Aid_Kit,Groceries,Store_M,Customer_10,313,97,137,-0.29,No,14-09-2024,Manufacturer_7,Sneakers,False,"['Pet_Bed', 'Face_Cream', 'Bedding_Set', 'Pet_Collar']",36.1699,-115.1398
Pet_Bed,Home Essentials,Store_E,Customer_32,437,154,127,-0.82,No,09-09-2024,Manufacturer_19,Washing_Machine,False,"['Sports_Bottle', 'Dining_Set', 'Olive_Oil', 'Weight_Scale']",33.4484,-112.074
Perfume,Home Essentials,Store_H,Customer_9,267,91,138,-0.55,No,02-10-2024,Manufacturer_13,Wireless_Headphones,False,"['Mens_T_Shirt', 'Pet_Collar', 'Pet_Bed', 'Rice', 'Pasta']",32.7157,-117.1611
Mens_T_Shirt,Electronics,Store_O,Customer_76,302,71,211,0.45,No,26-08-2024,Manufacturer_19,Scarf,False,"['Wireless_Headphones', 'Sunglasses']",44.9778,-93.265
Conditioner,Fashion,Store_G,Customer_24,344,196,41,-0.44,Yes,03-10-2024,Manufacturer_4,Womens_Sandals,True,['Pet_Shampoo'],47.6062,-122.3321
Salt,Electronics,Store_J,Customer_75,352,64,62,-0.66,No,29-08-2024,Manufacturer_13,Pet_Collar,True,"['Chicken_Breast', 'Sneakers', 'Soap', 'Mobile_Phone']",30.2672,-97.7431
Deodorant,Pet Supplies,Store_F,Customer_86,18,133,202,-0.15,No,01-09-2024,Manufacturer_18,Chicken_Breast,True,"['Face_Cream', 'Whole_Wheat_Bread', 'Treats', 'Olive_Oil', 'Wrist_Watch']",39.7392,-104.9903
Perfume,Health,Store_H,Customer_68,49,196,16,0.95,No,13-09-2024,Manufacturer_17,Sports_Bottle,True,"['Deodorant', 'Kitchen_Blender', 'Microwave_Oven']",32.7157,-117.1611
Iron,Groceries,Store_G,Customer_86,72,65,222,-0.71,Yes,02-10-2024,Manufacturer_18,Pet_Bed,True,"['Fitness_Tracker', 'Jacket', 'Mobile_Phone']",47.6062,-122.3321
Shampoo,Pet Supplies,Store_L,Customer_36,60,92,33,0.38,No,02-09-2024,Manufacturer_16,Whole_Wheat_Bread,True,"['USB_C_Charger', 'Pain_Relief_Tablets', 'Face_Cream']",25.7617,-80.1918
Handbag,Groceries,Store_R,Customer_48,456,59,118,-0.38,No,29-09-2024,Manufacturer_2,Power_Bank,True,"['Vitamins', 'Weight_Scale']",45.5122,-122.6587
Pet_Carrier,Health,Store_I,Customer_52,314,171,297,-0.73,No,07-09-2024,Manufacturer_8,Fresh_Milk,False,"['Vacuum_Cleaner', 'Face_Cream']",37.7749,-122.4194
Vitamins,Electronics,Store_G,Customer_24,350,137,225,-0.19,No,07-09-2024,Manufacturer_12,Jacket,True,['Toothpaste'],47.6062,-122.3321
Body_Lotion,Home Essentials,Store_F,Customer_6,346,72,263,-0.59,No,07-10-2024,Manufacturer_7,Treats,True,"['Sugar', 'Vitamins', 'Pet_Bed', 'Laptop', 'Pain_Relief_Tablets']",39.7392,-104.9903
Fresh_Milk,Groceries,Store_S,Customer_85,51,49,273,-0.3,No,17-10-2024,Manufacturer_11,Chicken_Breast,False,"['Sports_Bottle', 'Blood_Pressure_Monitor']",32.7767,-96.797
Eggs,Fashion,Store_F,Customer_66,25,156,203,0.5,No,22-09-2024,Manufacturer_12,Mens_T_Shirt,False,"['Air_Purifier', 'Laptop', 'Face_Cream', 'Pain_Relief_Tablets']",39.7392,-104.9903
Weight_Scale,Groceries,Store_S,Customer_20,260,121,242,-0.42,No,20-10-2024,Manufacturer_14,Pet_Shampoo,False,"['Dining_Set', 'Grooming_Kit', 'Handbag', 'Womens_Dress', 'Digital_Camera']",32.7767,-96.797
Iron,Electronics,Store_J,Customer_23,423,110,171,0.85,No,07-10-2024,Manufacturer_20,Sunglasses,False,['Sunglasses'],30.2672,-97.7431
Smart_Watch,Groceries,Store_M,Customer_23,147,171,84,0.16,No,10-09-2024,Manufacturer_4,Bluetooth_Speaker,False,"['Salt', 'Sneakers', 'Deodorant', 'Sneakers']",36.1699,-115.1398
Jacket,Electronics,Store_A,Customer_52,361,118,165,0.4,Yes,10-09-2024,Manufacturer_6,Vacuum_Cleaner,True,"['Pasta', 'Bedding_Set', 'Sneakers', 'Pet_Carrier']",40.7128,-74.006
Vitamins,Health,Store_G,Customer_21,43,183,177,0.29,No,25-09-2024,Manufacturer_10,Pet_Collar,True,"['Eggs', 'Eggs', 'Mens_T_Shirt', 'Womens_Dress', 'Washing_Machine']",47.6062,-122.3321
Digital_Camera,Groceries,Store_G,Customer_62,237,135,102,-0.98,Yes,20-10-2024,Manufacturer_20,Vitamins,True,"['Grooming_Kit', 'Wireless_Headphones', 'Vacuum_Cleaner', 'Air_Purifier', 'Kitchen_Blender']",47.6062,-122.3321
Olive_Oil,Groceries,Store_H,Customer_40,490,159,13,-0.16,Yes,07-09-2024,Manufacturer_5,Olive_Oil,True,['Vacuum_Cleaner'],32.7157,-117.1611
First_Aid_Kit,Pet Supplies,Store_N,Customer_87,133,167,127,0.17,Yes,19-10-2024,Manufacturer_11,Leash,True,"['Womens_Dress', 'Yoga_Mat']",38.9072,-77.0369
Smart_Watch,Pet Supplies,Store_R,Customer_25,305,43,39,-0.99,No,16-10-2024,Manufacturer_16,Cookware_Set,True,"['Sports_Bottle', 'USB_C_Charger', 'Perfume', 'Pet_Bed']",45.5122,-122.6587
Yoga_Mat,Health,Store_E,Customer_24,388,20,160,0.24,Yes,03-09-2024,Manufacturer_15,Digital_Camera,True,"['Health_Bar', 'USB_C_Charger']",33.4484,-112.074
Dog_Food,Pet Supplies,Store_I,Customer_10,99,180,14,-0.83,Yes,27-08-2024,Manufacturer_15,Fitness_Tracker,True,"['Eggs', 'Fridge']",37.7749,-122.4194
Pet_Shampoo,Health,Store_A,Customer_92,399,50,250,-0.91,Yes,10-09-2024,Manufacturer_7,Power_Bank,False,"['Washing_Machine', 'Deodorant']",40.7128,-74.006
Power_Bank,Personal Care,Store_P,Customer_20,63,51,234,0.27,No,29-09-2024,Manufacturer_10,Weight_Scale,True,"['Dining_Set', 'Sports_Bottle']",35.2271,-80.8431
Sports_Bottle,Home Essentials,Store_D,Customer_33,442,101,88,0.19,No,21-09-2024,Manufacturer_2,Jeans,True,['Whole_Wheat_Bread'],29.7604,-95.3698
Sports_Bottle,Pet Supplies,Store_O,Customer_95,194,37,222,0.56,Yes,19-09-2024,Manufacturer_14,Treats,False,"['Cookware_Set', 'Pet_Carrier', 'Protein_Shake', 'Pet_Carrier']",44.9778,-93.265
Sunscreen,Health,Store_B,Customer_18,96,28,52,-0.29,No,14-09-2024,Manufacturer_5,Fresh_Milk,True,"['Womens_Dress', 'Leash', 'Air_Purifier']",34.0522,-118.2437
Yoga_Mat,Personal Care,Store_B,Customer_69,356,51,231,-0.04,No,07-09-2024,Manufacturer_3,Leash,False,"['Washing_Machine', 'Blood_Pressure_Monitor', 'Gaming_Console', 'Eggs', 'Cat_Food']",34.0522,-118.2437
Face_Wash,Health,Store_F,Customer_55,387,101,150,0.08,No,27-09-2024,Manufacturer_16,Scarf,True,"['Cat_Food', 'Yoga_Mat', 'Organic_Banana', 'Weight_Scale']",39.7392,-104.9903
Soap,Groceries,Store_A,Customer_100,375,78,103,-0.06,No,09-09-2024,Manufacturer_14,Dog_Food,True,"['Sports_Bottle', 'Mens_T_Shirt']",40.7128,-74.006
Handbag,Pet Supplies,Store_H,Customer_2,445,135,280,-0.18,Yes,20-09-2024,Manufacturer_9,Toothpaste,False,"['Fresh_Milk', 'Protein_Shake', 'Sunglasses']",32.7157,-117.1611
Laptop,Health,Store_M,Customer_27,310,56,17,0.73,Yes,14-09-2024,Manufacturer_17,Conditioner,True,"['Face_Cream', 'Blood_Pressure_Monitor', 'Pet_Shampoo', 'Mens_T_Shirt', 'Pet_Bed']",36.1699,-115.1398
Sugar,Electronics,Store_I,Customer_69,410,95,101,0.12,No,16-09-2024,Manufacturer_3,Fresh_Milk,False,['Toothpaste'],37.7749,-122.4194
Fridge,Home Essentials,Store_H,Customer_58,88,95,64,-0.22,Yes,08-09-2024,Manufacturer_14,Iron,True,"['Handbag', 'Laptop', 'Mobile_Phone']",32.7157,-117.1611
Sneakers,Groceries,Store_C,Customer_92,165,40,241,0.89,Yes,09-09-2024,Manufacturer_18,Rice,False,"['Wrist_Watch', 'Bedding_Set', 'Microwave_Oven', 'Face_Wash', 'Chicken_Breast']",41.8781,-87.6298
Sugar,Health,Store_K,Customer_20,13,88,134,-0.34,Yes,01-10-2024,Manufacturer_7,Sugar,False,"['Pet_Toys', 'Deodorant']",42.3601,-71.0589
Vitamins,Fashion,Store_D,Customer_55,386,34,163,-0.86,Yes,13-10-2024,Manufacturer_6,Bluetooth_Speaker,False,"['Microwave_Oven', 'Power_Bank']",29.7604,-95.3698
Treats,Home Essentials,Store_D,Customer_22,398,104,122,0.41,Yes,29-09-2024,Manufacturer_20,Soap,False,"['Jacket', 'Sneakers']",29.7604,-95.3698
Organic_Banana,Personal Care,Store_A,Customer_95,405,171,279,-0.45,Yes,15-09-2024,Manufacturer_14,Sugar,False,['Iron'],40.7128,-74.006
Jeans,Fashion,Store_L,Customer_9,268,143,42,0.18,Yes,19-10-2024,Manufacturer_15,Fresh_Milk,True,"['Blood_Pressure_Monitor', 'USB_C_Charger', 'USB_C_Charger']",25.7617,-80.1918
Sugar,Electronics,Store_J,Customer_65,154,146,139,-0.83,Yes,09-09-2024,Manufacturer_13,Blood_Pressure_Monitor,True,['Grooming_Kit'],30.2672,-97.7431
Sugar,Home Essentials,Store_D,Customer_64,18,181,77,0.91,No,04-10-2024,Manufacturer_17,Vacuum_Cleaner,False,['Pasta'],29.7604,-95.3698
Mobile_Phone,Health,Store_D,Customer_19,145,182,151,-0.93,No,17-10-2024,Manufacturer_19,Dining_Set,True,"['Pet_Bed', 'Smart_Watch']",29.7604,-95.3698
Womens_Sandals,Fashion,Store_Q,Customer_33,464,49,186,-0.27,No,05-09-2024,Manufacturer_10,First_Aid_Kit,False,"['Washing_Machine', 'Air_Purifier', 'Jeans', 'Bedding_Set']",39.9526,-75.1652
Pasta,Home Essentials,Store_R,Customer_32,383,148,182,0.42,No,21-09-2024,Manufacturer_18,Digital_Camera,False,"['Air_Purifier', 'Bluetooth_Speaker', 'Toothpaste']",45.5122,-122.6587
Wireless_Headphones,Health,Store_P,Customer_56,22,182,112,-0.01,No,17-09-2024,Manufacturer_18,Salt,False,"['Kitchen_Blender', 'Washing_Machine']",35.2271,-80.8431
First_Aid_Kit,Pet Supplies,Store_N,Customer_93,63,115,71,-0.09,No,04-10-2024,Manufacturer_9,Laptop,True,"['Mens_T_Shirt', 'Toothpaste', 'Smart_Watch', 'Microwave_Oven', 'Chicken_Breast']",38.9072,-77.0369
Yoga_Mat,Groceries,Store_N,Customer_22,102,86,106,-0.99,No,25-09-2024,Manufacturer_13,First_Aid_Kit,False,['Microwave_Oven'],38.9072,-77.0369
Sneakers,Personal Care,Store_J,Customer_3,250,135,131,0.38,Yes,01-10-2024,Manufacturer_9,Fitness_Tracker,True,['Olive_Oil'],30.2672,-97.7431
Deodorant,Electronics,Store_J,Customer_100,236,58,28,0.61,No,14-09-2024,Manufacturer_6,Pet_Shampoo,True,"['Dining_Set', 'Bedding_Set', 'Cat_Food']",30.2672,-97.7431
Perfume,Electronics,Store_D,Customer_56,265,47,50,-0.06,No,05-10-2024,Manufacturer_19,Weight_Scale,False,"['Dining_Set', 'Perfume', 'Salt', 'Eggs', 'Sneakers']",29.7604,-95.3698
Face_Wash,Home Essentials,Store_F,Customer_67,250,174,181,0.63,Yes,16-09-2024,Manufacturer_2,Eggs,False,"['Jacket', 'Pet_Bed', 'Jeans']",39.7392,-104.9903
Laptop,Pet Supplies,Store_K,Customer_78,390,159,181,-0.45,No,23-10-2024,Manufacturer_18,Dog_Food,True,"['Womens_Dress', 'Pain_Relief_Tablets', 'Shampoo']",42.3601,-71.0589
Iron,Pet Supplies,Store_N,Customer_10,500,50,10,-0.47,Yes,14-09-2024,Manufacturer_10,Treats,False,"['Cat_Food', 'Pet_Toys', 'Rice', 'Wrist_Watch', 'Fitness_Tracker']",38.9072,-77.0369
Jeans,Electronics,Store_D,Customer_49,260,57,171,0.62,Yes,10-09-2024,Manufacturer_7,Organic_Banana,True,['Wireless_Headphones'],29.7604,-95.3698
Fresh_Milk,Home Essentials,Store_E,Customer_75,134,75,179,-0.22,Yes,29-08-2024,Manufacturer_14,Fridge,True,"['Organic_Banana', 'Sneakers']",33.4484,-112.074
Pasta,Home Essentials,Store_T,Customer_24,360,24,61,-0.83,No,15-09-2024,Manufacturer_20,Pet_Toys,False,"['Rice', 'Treats']",47.6062,-122.3321
Pet_Toys,Electronics,Store_J,Customer_11,469,178,192,-0.54,Yes,08-09-2024,Manufacturer_1,Sugar,True,"['Cookware_Set', 'Womens_Dress']",30.2672,-97.7431
Mens_T_Shirt,Personal Care,Store_N,Customer_53,449,87,80,0.72,Yes,14-09-2024,Manufacturer_8,Pet_Carrier,True,"['Jacket', 'Rice']",38.9072,-77.0369
Sunglasses,Pet Supplies,Store_M,Customer_19,55,137,15,0.06,No,12-10-2024,Manufacturer_3,Microwave_Oven,True,"['Leash', 'Face_Wash']",36.1699,-115.1398
Wireless_Headphones,Pet Supplies,Store_M,Customer_96,201,40,285,0.87,No,10-10-2024,Manufacturer_8,Face_Wash,True,"['Health_Bar', 'Pet_Collar']",36.1699,-115.1398
Rice,Groceries,Store_S,Customer_5,144,123,155,0.93,Yes,21-10-2024,Manufacturer_13,Gaming_Console,True,"['Organic_Banana', 'Face_Wash', 'Laptop']",32.7767,-96.797
Eggs,Home Essentials,Store_H,Customer_76,481,124,173,-0.63,No,05-10-2024,Manufacturer_8,Vitamins,False,"['Salt', 'Organic_Banana', 'Perfume', 'Whole_Wheat_Bread', 'Washing_Machine']",32.7157,-117.1611
Pet_Carrier,Groceries,Store_L,Customer_74,225,33,215,0.31,Yes,10-10-2024,Manufacturer_3,Sports_Bottle,True,"['Jacket', 'Rice', 'Smart_Watch', 'Vitamins']",25.7617,-80.1918
Fresh_Milk,Groceries,Store_S,Customer_53,194,82,269,-0.95,Yes,01-09-2024,Manufacturer_20,Blood_Pressure_Monitor,True,"['Chicken_Breast', 'Iron', 'Pet_Bed', 'Fresh_Milk', 'Scarf']",32.7767,-96.797
Chicken_Breast,Groceries,Store_M,Customer_36,383,124,118,-0.83,No,02-09-2024,Manufacturer_15,Jacket,False,"['Digital_Camera', 'Handbag', 'Washing_Machine', 'Vitamins']",36.1699,-115.1398
Protein_Shake,Electronics,Store_I,Customer_20,466,187,99,0.91,No,12-10-2024,Manufacturer_1,Air_Purifier,True,"['Toothpaste', 'Kitchen_Blender', 'Leash', 'Pet_Bed', 'Pet_Collar']",37.7749,-122.4194
Iron,Health,Store_B,Customer_4,340,190,265,0.06,Yes,26-09-2024,Manufacturer_4,Mens_T_Shirt,False,"['Treats', 'Iron', 'Kitchen_Blender', 'Whole_Wheat_Bread', 'Toothpaste']",34.0522,-118.2437
Salt,Personal Care,Store_J,Customer_45,179,64,17,-0.72,No,22-09-2024,Manufacturer_5,Face_Cream,True,"['Deodorant', 'Bluetooth_Speaker', 'Conditioner', 'Cat_Food']",30.2672,-97.7431
Sports_Bottle,Health,Store_K,Customer_82,323,107,287,-0.57,No,29-09-2024,Manufacturer_1,Fresh_Milk,False,"['Yoga_Mat', 'Sports_Bottle', 'Kitchen_Blender', 'Fitness_Tracker']",42.3601,-71.0589
Wrist_Watch,Home Essentials,Store_J,Customer_86,329,166,192,-0.44,Yes,20-10-2024,Manufacturer_2,Weight_Scale,False,"['Sunscreen', 'Cat_Food', 'First_Aid_Kit', 'Womens_Dress']",30.2672,-97.7431
